Charger Type,Charging End Time,Charging Start Time,City,Installation Date,Month,Operational Status,Payment Mode,Session ID,Station ID,Total Sessions,User ID,Vehicle Type,Average Energy Per Session,Billed Amount INR,Charging Duration min,Energy Delivered kWh,Latitude,Longitude,No of Ports,Power Rating kW,Year
AC Slow,23-06-2024 03:14,23-06-2024 01:47,Mumbai,24-04-2023,June,Active,Net Banking,SESS0176,STN125,SESS0176,USR2511,4W,139.2,1270.82,87,139.2,17.850561,75.270559,6,120,2024
AC Fast,09-06-2024 04:32,09-06-2024 04:12,Bangalore,28-04-2022,June,Active,Credit Card,SESS0177,STN137,SESS0177,USR7073,3W,32,290.96,20,32,18.385137,72.106361,6,120,2024
AC Slow,30-06-2024 15:29,30-06-2024 13:15,Delhi,06-01-2022,June,Inactive,Wallet,SESS0178,STN182,SESS0178,USR8889,2W,13.22,146.73,134,13.22,18.216644,72.877747,6,7.4,2024
AC Slow,07-07-2024 00:12,06-07-2024 22:19,Delhi,07-06-2021,July,Inactive,Wallet,SESS0179,STN118,SESS0179,USR7868,2W,4.97,45.05,113,4.97,18.141063,77.2598,2,3.3,2024
AC Fast,06-07-2024 06:39,06-07-2024 03:45,Mumbai,04-02-2021,July,Inactive,Wallet,SESS0180,STN188,SESS0180,USR2349,Bus,116,869.66,174,116,17.367354,73.140481,2,50,2024
DC Fast,29-06-2024 10:48,29-06-2024 09:07,Hyderabad,18-08-2023,June,Active,Wallet,SESS0181,STN140,SESS0181,USR4573,2W,9.97,109.11,101,9.97,17.607438,72.546434,5,7.4,2024
DC Fast,09-07-2024 20:12,09-07-2024 19:40,Hyderabad,27-01-2022,July,Active,Credit Card,SESS0182,STN156,SESS0182,USR2093,3W,51.2,313.6,32,51.2,18.435727,72.607434,2,120,2024
DC Fast,13-06-2024 15:47,13-06-2024 13:44,Bangalore,01-06-2021,June,Active,Wallet,SESS0183,STN131,SESS0183,USR9004,2W,82,877.01,123,82,18.190763,75.401176,4,50,2024
AC Fast,03-06-2024 02:51,03-06-2024 02:13,Mumbai,15-03-2022,June,Inactive,Wallet,SESS0184,STN135,SESS0184,USR6447,4W,60.8,728.2,38,60.8,18.579064,77.456856,6,120,2024
AC Slow,23-06-2024 23:59,23-06-2024 21:53,Pune,07-11-2021,June,Inactive,Net Banking,SESS0185,STN116,SESS0185,USR1820,2W,201.6,1405.32,126,201.6,17.647901,73.706523,4,120,2024
AC Fast,14-06-2024 09:39,14-06-2024 09:04,Bangalore,18-02-2022,June,Inactive,UPI,SESS0186,STN147,SESS0186,USR7838,3W,7,66.29,35,7,17.718084,75.681639,6,15,2024
DC Fast,16-07-2024 15:18,16-07-2024 14:59,Pune,14-06-2023,July,Inactive,Wallet,SESS0187,STN118,SESS0187,USR7314,Bus,1.87,16.28,19,1.87,17.841375,73.053672,5,7.4,2024
AC Slow,06-06-2024 08:41,06-06-2024 07:04,Mumbai,21-11-2021,June,Inactive,UPI,SESS0188,STN170,SESS0188,USR6033,Bus,64.67,638.4,97,64.67,17.415236,77.674206,2,50,2024
AC Slow,18-06-2024 09:53,18-06-2024 08:56,Pune,11-09-2021,June,Active,Net Banking,SESS0189,STN166,SESS0189,USR1997,Bus,91.2,873.94,57,91.2,17.835739,75.324408,5,120,2024
AC Slow,09-06-2024 23:17,09-06-2024 20:54,Pune,03-02-2023,June,Active,Net Banking,SESS0190,STN165,SESS0190,USR8267,Bus,28.6,283.81,143,28.6,17.691826,76.64523,3,15,2024
DC Fast,25-06-2024 03:17,25-06-2024 00:20,Delhi,07-02-2022,June,Inactive,UPI,SESS0191,STN156,SESS0191,USR2992,4W,118,1086.13,177,118,18.654163,73.243368,2,50,2024
DC Fast,12-07-2024 00:50,11-07-2024 23:48,Bangalore,22-12-2022,July,Active,Credit Card,SESS0192,STN189,SESS0192,USR7353,4W,99.2,888.45,62,99.2,18.193639,77.604791,2,120,2024
DC Fast,14-07-2024 04:13,14-07-2024 02:08,Pune,15-08-2021,July,Inactive,Wallet,SESS0193,STN127,SESS0193,USR6093,4W,200,1570.91,125,200,18.736881,76.723466,5,120,2024
AC Slow,27-06-2024 21:53,27-06-2024 20:57,Bangalore,04-12-2021,June,Inactive,Credit Card,SESS0194,STN129,SESS0194,USR2094,4W,5.53,58.5,56,5.53,17.245064,73.596145,4,7.4,2024
AC Slow,29-06-2024 21:05,29-06-2024 20:16,Bangalore,26-07-2023,June,Active,Wallet,SESS0195,STN153,SESS0195,USR8584,2W,9.8,59.84,49,9.8,17.310386,76.107722,4,15,2024
DC Fast,17-07-2024 02:41,16-07-2024 23:54,Delhi,18-09-2023,July,Active,Wallet,SESS0196,STN191,SESS0196,USR3840,4W,111.33,716.78,167,111.33,17.029081,72.283715,2,50,2024
AC Fast,09-07-2024 10:56,09-07-2024 08:38,Pune,25-04-2022,July,Active,Wallet,SESS0197,STN178,SESS0197,USR4045,Bus,13.62,138.41,138,13.62,18.172253,75.165205,2,7.4,2024
DC Fast,20-06-2024 20:53,20-06-2024 19:00,Mumbai,31-12-2022,June,Inactive,UPI,SESS0198,STN155,SESS0198,USR1714,4W,4.97,37.61,113,4.97,17.247183,72.83256,5,3.3,2024
AC Fast,09-06-2024 00:39,09-06-2024 00:12,Bangalore,29-04-2022,June,Active,Net Banking,SESS0199,STN188,SESS0199,USR4356,2W,5.4,49.95,27,5.4,18.566942,72.252271,3,15,2024
DC Fast,03-07-2024 10:58,03-07-2024 09:51,Delhi,26-02-2021,July,Active,UPI,SESS0200,STN126,SESS0200,USR9454,Bus,107.2,828.48,67,107.2,18.719362,73.092596,6,120,2024
AC Fast,02-07-2024 05:56,02-07-2024 03:26,Pune,30-05-2023,July,Active,Net Banking,SESS0201,STN111,SESS0201,USR8809,3W,6.6,49.83,150,6.6,18.631307,77.285135,2,3.3,2024
AC Slow,13-06-2024 04:24,13-06-2024 01:40,Hyderabad,04-07-2023,June,Active,UPI,SESS0202,STN184,SESS0202,USR4250,3W,32.8,254.56,164,32.8,17.745305,77.8961,5,15,2024
AC Slow,03-07-2024 08:55,03-07-2024 08:15,Hyderabad,07-02-2023,July,Active,UPI,SESS0203,STN106,SESS0203,USR3685,2W,3.95,38.9,40,3.95,17.379187,75.360614,6,7.4,2024
DC Fast,04-06-2024 16:15,04-06-2024 14:05,Hyderabad,08-09-2022,June,Inactive,Credit Card,SESS0204,STN163,SESS0204,USR5547,4W,5.72,45.14,130,5.72,18.220519,76.243745,3,3.3,2024
DC Fast,11-07-2024 07:04,11-07-2024 05:02,Mumbai,18-04-2021,July,Inactive,Net Banking,SESS0205,STN113,SESS0205,USR5663,Bus,81.33,653.79,122,81.33,17.237995,73.96413,5,50,2024
DC Fast,24-06-2024 00:28,24-06-2024 00:18,Hyderabad,19-04-2022,June,Active,Net Banking,SESS0206,STN124,SESS0206,USR1961,Bus,0.99,6.05,10,0.99,18.186008,74.40432,4,7.4,2024
AC Slow,25-06-2024 22:07,25-06-2024 20:08,Pune,07-08-2023,June,Inactive,Wallet,SESS0207,STN159,SESS0207,USR7237,3W,11.74,81.57,119,11.74,17.193739,74.510422,4,7.4,2024
AC Fast,01-06-2024 22:50,01-06-2024 21:31,Delhi,29-12-2022,June,Inactive,UPI,SESS0208,STN119,SESS0208,USR1815,2W,3.48,35.26,79,3.48,17.520635,77.632147,2,3.3,2024
AC Fast,02-07-2024 19:20,02-07-2024 17:21,Hyderabad,23-03-2021,July,Inactive,Wallet,SESS0209,STN160,SESS0209,USR1194,2W,190.4,1445.48,119,190.4,18.082947,72.41574,4,120,2024
AC Slow,27-06-2024 03:58,27-06-2024 03:38,Mumbai,20-07-2022,June,Inactive,Wallet,SESS0210,STN175,SESS0210,USR5969,3W,32,322.16,20,32,17.830808,77.606566,6,120,2024
AC Slow,12-06-2024 21:58,12-06-2024 21:17,Pune,08-02-2023,June,Inactive,UPI,SESS0211,STN122,SESS0211,USR1609,3W,8.2,56.81,41,8.2,17.636847,74.056576,2,15,2024
DC Fast,23-06-2024 00:48,23-06-2024 00:30,Hyderabad,20-06-2023,June,Active,UPI,SESS0212,STN181,SESS0212,USR3478,Bus,1.78,13.61,18,1.78,18.140245,73.424125,6,7.4,2024
AC Fast,10-07-2024 23:20,10-07-2024 21:30,Mumbai,01-05-2022,July,Active,UPI,SESS0213,STN127,SESS0213,USR9879,4W,4.84,52.85,110,4.84,18.014326,74.101702,4,3.3,2024
AC Slow,16-07-2024 19:20,16-07-2024 18:30,Pune,14-08-2022,July,Inactive,UPI,SESS0214,STN165,SESS0214,USR1242,Bus,33.33,266.9,50,33.33,17.484479,75.957186,4,50,2024
AC Slow,12-07-2024 02:33,12-07-2024 01:03,Pune,12-01-2022,July,Inactive,Wallet,SESS0215,STN129,SESS0215,USR6151,Bus,60,599.99,90,60,17.700066,74.629885,6,50,2024
AC Slow,09-07-2024 07:52,09-07-2024 06:56,Delhi,27-09-2023,July,Active,Credit Card,SESS0216,STN146,SESS0216,USR5726,2W,89.6,995.64,56,89.6,17.482806,76.86322,5,120,2024
AC Fast,26-06-2024 19:44,26-06-2024 17:00,Hyderabad,22-03-2022,June,Active,Wallet,SESS0217,STN116,SESS0217,USR3636,2W,32.8,224.69,164,32.8,17.540908,72.89611,2,15,2024
AC Slow,27-06-2024 13:05,27-06-2024 11:58,Delhi,21-10-2022,June,Active,UPI,SESS0218,STN178,SESS0218,USR8797,2W,6.61,68.68,67,6.61,18.117868,74.339704,6,7.4,2024
AC Fast,25-06-2024 12:12,25-06-2024 10:15,Mumbai,29-03-2023,June,Active,Net Banking,SESS0219,STN112,SESS0219,USR6912,3W,78,681.68,117,78,17.799141,76.364653,3,50,2024
DC Fast,04-07-2024 13:59,04-07-2024 11:20,Hyderabad,25-08-2022,July,Inactive,Wallet,SESS0220,STN105,SESS0220,USR1455,2W,106,689.55,159,106,17.280962,73.106075,5,50,2024
AC Slow,07-07-2024 17:33,07-07-2024 15:22,Mumbai,21-10-2022,July,Active,UPI,SESS0221,STN147,SESS0221,USR3001,3W,87.33,976.09,131,87.33,18.259497,73.041542,5,50,2024
AC Fast,24-06-2024 21:12,24-06-2024 20:44,Hyderabad,12-04-2023,June,Inactive,Wallet,SESS0222,STN167,SESS0222,USR8864,2W,1.23,9.32,28,1.23,18.217011,77.201926,5,3.3,2024
AC Slow,03-07-2024 04:33,03-07-2024 03:47,Hyderabad,28-01-2021,July,Inactive,Wallet,SESS0223,STN177,SESS0223,USR3816,Bus,9.2,69.53,46,9.2,17.941537,75.090467,6,15,2024
AC Fast,27-06-2024 18:06,27-06-2024 15:49,Pune,22-05-2021,June,Inactive,Wallet,SESS0224,STN101,SESS0224,USR2256,Bus,6.03,43.06,137,6.03,18.913416,73.191205,6,3.3,2024
DC Fast,21-06-2024 10:28,21-06-2024 07:40,Pune,07-02-2023,June,Active,Net Banking,SESS0225,STN130,SESS0225,USR6667,4W,112,1123.91,168,112,17.497243,75.782463,2,50,2024
DC Fast,05-06-2024 07:30,05-06-2024 05:43,Delhi,22-09-2022,June,Active,Wallet,SESS0226,STN119,SESS0226,USR1371,4W,171.2,1351.21,107,171.2,17.752258,72.977619,2,120,2024
DC Fast,04-07-2024 21:19,04-07-2024 19:13,Pune,12-09-2023,July,Inactive,Wallet,SESS0227,STN195,SESS0227,USR8983,Bus,25.2,282.56,126,25.2,18.684506,75.871074,6,15,2024
DC Fast,07-06-2024 23:26,07-06-2024 20:59,Mumbai,05-09-2022,June,Active,Net Banking,SESS0228,STN169,SESS0228,USR5739,3W,29.4,343.17,147,29.4,18.608471,73.432497,4,15,2024
AC Fast,24-06-2024 06:20,24-06-2024 06:00,Bangalore,11-06-2021,June,Active,UPI,SESS0229,STN166,SESS0229,USR3461,4W,13.33,92.61,20,13.33,17.848474,76.66914,3,50,2024
DC Fast,02-07-2024 21:35,02-07-2024 19:43,Pune,11-09-2023,July,Active,Net Banking,SESS0230,STN102,SESS0230,USR1106,3W,11.05,86.26,112,11.05,18.471909,77.23286,4,7.4,2024
AC Slow,08-06-2024 05:29,08-06-2024 02:48,Hyderabad,19-05-2022,June,Inactive,Net Banking,SESS0231,STN142,SESS0231,USR2974,Bus,257.6,1730.77,161,257.6,18.317177,74.403385,6,120,2024
AC Fast,14-07-2024 23:47,14-07-2024 23:33,Bangalore,15-02-2022,July,Active,UPI,SESS0232,STN134,SESS0232,USR7101,Bus,22.4,138.38,14,22.4,18.566139,73.676062,5,120,2024
AC Slow,24-06-2024 11:16,24-06-2024 08:18,Bangalore,03-05-2021,June,Inactive,Wallet,SESS0233,STN177,SESS0233,USR5444,4W,7.83,91.85,178,7.83,18.156859,74.224709,6,3.3,2024
AC Slow,17-06-2024 15:13,17-06-2024 14:18,Delhi,23-07-2023,June,Inactive,Wallet,SESS0234,STN127,SESS0234,USR9003,Bus,88,549.07,55,88,18.093831,72.237926,2,120,2024
DC Fast,02-06-2024 11:56,02-06-2024 10:23,Pune,10-02-2021,June,Active,Credit Card,SESS0235,STN113,SESS0235,USR4348,4W,4.09,30.31,93,4.09,18.68376,74.078069,6,3.3,2024
DC Fast,13-07-2024 00:50,12-07-2024 22:35,Mumbai,28-06-2021,July,Active,Wallet,SESS0236,STN114,SESS0236,USR4218,2W,90,750.43,135,90,18.064896,75.088619,3,50,2024
DC Fast,27-06-2024 17:30,27-06-2024 15:38,Hyderabad,18-06-2023,June,Inactive,UPI,SESS0237,STN174,SESS0237,USR9477,4W,22.4,260.86,112,22.4,17.624661,77.013886,2,15,2024
DC Fast,13-07-2024 22:11,13-07-2024 20:10,Pune,17-05-2023,July,Active,UPI,SESS0238,STN121,SESS0238,USR8998,2W,193.6,1970.69,121,193.6,18.041737,74.335423,6,120,2024
AC Fast,27-06-2024 10:25,27-06-2024 07:26,Hyderabad,15-02-2021,June,Inactive,Credit Card,SESS0239,STN113,SESS0239,USR6795,Bus,35.8,272.91,179,35.8,18.70996,74.754818,2,15,2024
AC Slow,29-06-2024 07:37,29-06-2024 05:19,Mumbai,27-04-2023,June,Inactive,Net Banking,SESS0240,STN164,SESS0240,USR6863,3W,13.62,114.46,138,13.62,17.95459,72.05775,4,7.4,2024
DC Fast,22-06-2024 03:38,22-06-2024 00:42,Bangalore,20-01-2022,June,Active,Net Banking,SESS0241,STN146,SESS0241,USR8147,Bus,281.6,3004.58,176,281.6,17.115348,77.246854,4,120,2024
DC Fast,01-07-2024 13:40,01-07-2024 10:54,Pune,15-02-2021,July,Active,Net Banking,SESS0242,STN184,SESS0242,USR3702,4W,33.2,382.58,166,33.2,18.477661,76.670402,4,15,2024
AC Fast,04-07-2024 22:47,04-07-2024 21:25,Bangalore,11-04-2021,July,Active,Credit Card,SESS0243,STN162,SESS0243,USR8892,4W,131.2,1015.84,82,131.2,17.032622,77.072344,6,120,2024
DC Fast,11-07-2024 01:22,10-07-2024 23:23,Delhi,11-06-2023,July,Inactive,Wallet,SESS0244,STN142,SESS0244,USR8318,4W,11.74,84.4,119,11.74,17.013839,77.606042,2,7.4,2024
AC Fast,10-07-2024 15:36,10-07-2024 14:12,Delhi,24-03-2023,July,Inactive,UPI,SESS0245,STN170,SESS0245,USR9609,4W,3.7,40.6,84,3.7,17.771542,76.984693,3,3.3,2024
AC Fast,18-06-2024 08:59,18-06-2024 06:50,Hyderabad,15-03-2023,June,Active,Net Banking,SESS0246,STN135,SESS0246,USR2815,2W,25.8,283.77,129,25.8,18.345384,73.30322,2,15,2024
AC Slow,24-06-2024 20:06,24-06-2024 19:07,Mumbai,10-05-2023,June,Inactive,Net Banking,SESS0247,STN100,SESS0247,USR1272,3W,94.4,825.81,59,94.4,17.617092,75.034679,6,120,2024
AC Slow,04-07-2024 05:14,04-07-2024 02:44,Pune,24-06-2021,July,Inactive,UPI,SESS0248,STN171,SESS0248,USR8283,Bus,100,1130.2,150,100,18.06488,73.604176,6,50,2024
AC Slow,19-06-2024 02:48,19-06-2024 01:46,Hyderabad,21-08-2023,June,Inactive,Credit Card,SESS0249,STN126,SESS0249,USR7611,4W,6.12,37,62,6.12,17.504541,73.17186,5,7.4,2024
AC Fast,08-06-2024 11:09,08-06-2024 08:43,Hyderabad,06-11-2021,June,Active,Wallet,SESS0250,STN126,SESS0250,USR5357,Bus,97.33,1123.96,146,97.33,17.730092,76.390867,3,50,2024
AC Fast,17-06-2024 02:16,17-06-2024 01:56,Pune,28-05-2021,June,Inactive,Net Banking,SESS0251,STN199,SESS0251,USR5035,4W,32,203.21,20,32,18.267605,75.136556,6,120,2024
AC Fast,13-06-2024 04:22,13-06-2024 02:24,Hyderabad,02-07-2021,June,Active,Net Banking,SESS0252,STN178,SESS0252,USR7572,Bus,78.67,828.69,118,78.67,17.529116,72.309247,3,50,2024
AC Slow,10-07-2024 00:03,09-07-2024 21:21,Hyderabad,11-01-2023,July,Active,Credit Card,SESS0253,STN140,SESS0253,USR3763,3W,15.98,140.25,162,15.98,17.600659,72.365297,2,7.4,2024
AC Fast,15-07-2024 17:40,15-07-2024 15:24,Hyderabad,22-07-2023,July,Inactive,UPI,SESS0254,STN134,SESS0254,USR4967,4W,5.98,65.04,136,5.98,18.856862,75.238217,3,3.3,2024
DC Fast,07-06-2024 16:04,07-06-2024 15:52,Bangalore,08-07-2021,June,Inactive,UPI,SESS0255,STN180,SESS0255,USR5088,4W,2.4,22.9,12,2.4,18.963797,76.908924,5,15,2024
AC Slow,04-06-2024 04:50,04-06-2024 02:31,Mumbai,21-12-2021,June,Active,Net Banking,SESS0256,STN119,SESS0256,USR1293,3W,6.12,50.02,139,6.12,17.822821,77.415317,5,3.3,2024
AC Slow,12-07-2024 11:20,12-07-2024 09:38,Pune,01-06-2022,July,Active,Net Banking,SESS0257,STN170,SESS0257,USR2855,3W,68,671.93,102,68,17.635741,72.132943,5,50,2024
AC Fast,04-07-2024 15:19,04-07-2024 14:59,Pune,09-05-2023,July,Inactive,Net Banking,SESS0258,STN116,SESS0258,USR6569,4W,32,306.68,20,32,17.545155,72.383227,2,120,2024
DC Fast,06-07-2024 15:57,06-07-2024 14:23,Hyderabad,29-11-2022,July,Inactive,Credit Card,SESS0259,STN156,SESS0259,USR6016,Bus,62.67,531.18,94,62.67,17.810511,75.476951,6,50,2024
DC Fast,12-07-2024 05:31,12-07-2024 04:26,Hyderabad,19-01-2022,July,Inactive,UPI,SESS0260,STN185,SESS0260,USR1772,Bus,13,128.96,65,13,18.109777,72.210033,5,15,2024
DC Fast,13-06-2024 10:51,13-06-2024 08:51,Mumbai,01-03-2023,June,Active,Wallet,SESS0261,STN163,SESS0261,USR5171,Bus,5.28,39.86,120,5.28,18.584051,77.167593,5,3.3,2024
DC Fast,28-06-2024 23:11,28-06-2024 22:08,Mumbai,19-03-2021,June,Inactive,UPI,SESS0262,STN155,SESS0262,USR7187,2W,100.8,1196.58,63,100.8,17.651673,73.812158,4,120,2024
AC Slow,08-07-2024 01:03,07-07-2024 23:57,Mumbai,16-06-2022,July,Active,Net Banking,SESS0263,STN185,SESS0263,USR7427,2W,2.9,17.4,66,2.9,17.412664,74.296028,2,3.3,2024
AC Fast,08-06-2024 22:32,08-06-2024 21:02,Pune,30-08-2021,June,Active,Credit Card,SESS0264,STN188,SESS0264,USR8750,4W,60,649.26,90,60,17.800767,73.619519,3,50,2024
DC Fast,26-06-2024 03:02,26-06-2024 02:02,Pune,10-07-2021,June,Active,Credit Card,SESS0265,STN129,SESS0265,USR5971,4W,40,256.04,60,40,18.156691,72.108162,2,50,2024
DC Fast,11-07-2024 06:13,11-07-2024 04:38,Bangalore,14-05-2021,July,Active,Wallet,SESS0266,STN152,SESS0266,USR1800,2W,4.18,33.76,95,4.18,17.214299,77.298106,6,3.3,2024
DC Fast,18-06-2024 16:19,18-06-2024 13:21,Mumbai,20-02-2023,June,Active,Wallet,SESS0267,STN127,SESS0267,USR1178,2W,35.6,224.6,178,35.6,18.671011,72.403356,5,15,2024
DC Fast,08-07-2024 18:25,08-07-2024 16:20,Delhi,08-10-2021,July,Active,Wallet,SESS0268,STN144,SESS0268,USR1824,4W,5.5,56.06,125,5.5,17.517309,74.00592,3,3.3,2024
AC Fast,01-06-2024 22:21,01-06-2024 20:41,Hyderabad,13-09-2023,June,Inactive,Net Banking,SESS0269,STN184,SESS0269,USR6693,3W,160,1348.72,100,160,17.414094,77.114194,6,120,2024
AC Fast,03-07-2024 09:01,03-07-2024 06:40,Pune,02-08-2022,July,Inactive,Wallet,SESS0270,STN166,SESS0270,USR7631,4W,225.6,1779.62,141,225.6,17.940541,73.495452,3,120,2024
AC Fast,09-06-2024 22:47,09-06-2024 20:54,Pune,28-06-2022,June,Active,Wallet,SESS0271,STN153,SESS0271,USR7559,4W,11.15,131.03,113,11.15,17.830854,76.84731,3,7.4,2024
AC Fast,19-06-2024 13:58,19-06-2024 11:16,Mumbai,29-06-2023,June,Inactive,Credit Card,SESS0272,STN107,SESS0272,USR6695,Bus,108,970.64,162,108,17.883596,73.626705,5,50,2024
DC Fast,15-07-2024 02:30,15-07-2024 00:07,Pune,14-04-2021,July,Inactive,Net Banking,SESS0273,STN134,SESS0273,USR9462,2W,95.33,1004.8,143,95.33,17.613109,74.685098,2,50,2024
AC Fast,08-06-2024 05:50,08-06-2024 03:30,Hyderabad,17-03-2023,June,Inactive,UPI,SESS0274,STN180,SESS0274,USR5416,4W,6.16,50.56,140,6.16,17.36898,73.782914,3,3.3,2024
DC Fast,22-06-2024 21:52,22-06-2024 19:06,Hyderabad,26-05-2023,June,Active,Credit Card,SESS0275,STN109,SESS0275,USR8866,3W,265.6,2161.86,166,265.6,17.174163,77.52004,5,120,2024
AC Slow,15-06-2024 19:41,15-06-2024 17:23,Pune,18-05-2023,June,Inactive,Credit Card,SESS0276,STN138,SESS0276,USR6617,3W,92,669.82,138,92,17.867195,75.578434,4,50,2024
AC Slow,14-07-2024 11:58,14-07-2024 09:01,Hyderabad,24-08-2022,July,Inactive,Credit Card,SESS0277,STN142,SESS0277,USR6015,3W,35.4,270.33,177,35.4,18.967836,74.189023,3,15,2024
AC Fast,07-07-2024 21:38,07-07-2024 19:54,Delhi,29-08-2023,July,Active,Net Banking,SESS0278,STN183,SESS0278,USR1987,3W,10.26,84.23,104,10.26,17.154434,73.274917,4,7.4,2024
AC Fast,25-06-2024 16:35,25-06-2024 14:36,Mumbai,23-08-2022,June,Active,Credit Card,SESS0279,STN180,SESS0279,USR1693,2W,190.4,2216.25,119,190.4,18.5395,74.892705,4,120,2024
AC Fast,01-07-2024 10:46,01-07-2024 09:25,Hyderabad,23-11-2021,July,Inactive,Net Banking,SESS0280,STN153,SESS0280,USR7067,3W,129.6,1057.53,81,129.6,17.314206,77.949615,6,120,2024
DC Fast,17-06-2024 16:57,17-06-2024 14:44,Pune,13-06-2022,June,Active,Net Banking,SESS0281,STN111,SESS0281,USR5497,2W,5.85,52.36,133,5.85,17.707493,77.221988,2,3.3,2024
DC Fast,08-06-2024 15:53,08-06-2024 13:07,Bangalore,09-07-2023,June,Inactive,Net Banking,SESS0282,STN116,SESS0282,USR7169,2W,16.38,181.6,166,16.38,18.975783,74.890174,2,7.4,2024
AC Fast,08-07-2024 12:52,08-07-2024 11:49,Delhi,12-06-2023,July,Active,UPI,SESS0283,STN195,SESS0283,USR2335,4W,100.8,814.73,63,100.8,17.623358,72.244698,6,120,2024
DC Fast,06-07-2024 14:10,06-07-2024 12:27,Mumbai,02-07-2021,July,Inactive,UPI,SESS0284,STN123,SESS0284,USR1574,2W,20.6,223.48,103,20.6,17.535066,75.758859,5,15,2024
AC Slow,08-06-2024 06:33,08-06-2024 04:08,Hyderabad,01-10-2021,June,Inactive,UPI,SESS0285,STN105,SESS0285,USR1407,Bus,6.38,44.84,145,6.38,17.796756,72.871009,4,3.3,2024
DC Fast,23-06-2024 08:57,23-06-2024 06:18,Pune,10-07-2022,June,Active,Credit Card,SESS0286,STN180,SESS0286,USR9669,3W,31.8,218.42,159,31.8,18.154288,72.441782,5,15,2024
AC Slow,29-06-2024 11:27,29-06-2024 10:43,Bangalore,29-12-2022,June,Active,UPI,SESS0287,STN100,SESS0287,USR7839,3W,1.94,17.32,44,1.94,17.413964,74.96159,3,3.3,2024
AC Slow,06-06-2024 14:22,06-06-2024 13:43,Delhi,15-05-2022,June,Inactive,Net Banking,SESS0288,STN135,SESS0288,USR7171,4W,1.72,11.28,39,1.72,18.939077,72.170916,4,3.3,2024
AC Slow,01-06-2024 16:48,01-06-2024 15:56,Bangalore,01-09-2021,June,Active,UPI,SESS0289,STN169,SESS0289,USR8480,4W,34.67,225.16,52,34.67,18.532724,76.197534,2,50,2024
AC Slow,03-07-2024 02:03,03-07-2024 01:13,Hyderabad,11-01-2021,July,Inactive,UPI,SESS0290,STN116,SESS0290,USR6032,2W,33.33,306.67,50,33.33,17.504895,73.637198,5,50,2024
DC Fast,07-07-2024 10:59,07-07-2024 10:41,Mumbai,06-12-2021,July,Active,Credit Card,SESS0291,STN135,SESS0291,USR9242,2W,28.8,272.85,18,28.8,17.683592,72.369444,5,120,2024
DC Fast,19-06-2024 17:31,19-06-2024 14:38,Pune,15-07-2022,June,Inactive,Net Banking,SESS0292,STN122,SESS0292,USR1508,Bus,34.6,248.35,173,34.6,17.899077,73.008669,6,15,2024
DC Fast,14-06-2024 02:07,14-06-2024 01:03,Hyderabad,24-05-2023,June,Inactive,UPI,SESS0293,STN143,SESS0293,USR2191,3W,6.31,62.72,64,6.31,18.265524,77.147255,2,7.4,2024
AC Slow,01-06-2024 22:47,01-06-2024 21:21,Pune,27-12-2022,June,Active,UPI,SESS0294,STN148,SESS0294,USR1709,4W,57.33,474.44,86,57.33,17.989964,72.202811,5,50,2024
AC Slow,21-06-2024 12:32,21-06-2024 10:58,Delhi,21-02-2021,June,Inactive,Net Banking,SESS0295,STN176,SESS0295,USR7599,3W,9.27,99.43,94,9.27,18.250594,73.483937,6,7.4,2024
AC Fast,02-07-2024 17:33,02-07-2024 15:22,Pune,30-12-2021,July,Inactive,UPI,SESS0296,STN141,SESS0296,USR7847,2W,5.76,63.47,131,5.76,17.8312,75.302973,6,3.3,2024
AC Slow,10-06-2024 16:46,10-06-2024 15:15,Bangalore,23-08-2021,June,Inactive,Net Banking,SESS0297,STN135,SESS0297,USR6681,2W,4,30.72,91,4,18.244159,75.00692,5,3.3,2024
AC Fast,12-06-2024 03:51,12-06-2024 01:17,Hyderabad,18-09-2021,June,Active,Wallet,SESS0298,STN166,SESS0298,USR3021,3W,102.67,690.6,154,102.67,17.124288,73.015157,2,50,2024
DC Fast,09-06-2024 06:58,09-06-2024 05:58,Delhi,29-06-2022,June,Active,UPI,SESS0299,STN171,SESS0299,USR5890,4W,96,674.82,60,96,18.055698,77.227152,6,120,2024
AC Slow,08-06-2024 20:54,08-06-2024 19:53,Bangalore,08-05-2021,June,Active,Credit Card,SESS0300,STN157,SESS0300,USR5643,2W,97.6,1062.13,61,97.6,18.683427,77.02748,6,120,2024
DC Fast,31-03-2025 20:03,31-03-2025 18:18,Hyderabad,29-11-2022,March,Inactive,Credit Card,SESS0259,STN156,SESS0259,USR6016,Bus,7.37,33.01,105,7.37,17.810511,75.476951,6,50,2025
AC Slow,19-09-2025 22:34,19-09-2025 20:19,Mumbai,11-01-2022,September,Active,Wallet,SESS0042,STN154,SESS0042,USR4155,Bus,226.88,2406.72,135,226.88,17.862485,75.158976,6,3.3,2025
DC Fast,24-03-2025 06:06,24-03-2025 03:26,Pune,13-06-2022,March,Active,Net Banking,SESS0281,STN111,SESS0281,USR5497,2W,172.27,1470.81,160,172.27,17.707493,77.221988,2,3.3,2025
AC Slow,14-06-2025 09:18,14-06-2025 06:47,Hyderabad,07-02-2023,June,Active,UPI,SESS0203,STN106,SESS0203,USR3685,2W,12.98,114.95,151,12.98,17.379187,75.360614,6,7.4,2025
